Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2015-16,NT,PHN,PHN701,Northern Territory,Regional,0-64,228445
2015-16,NT,PHN,PHN701,Northern Territory,Regional,65+,16247
2015-16,NT,PHN,PHN701,Northern Territory,Regional,All persons,244692
2015-16,NT,PHN,PHN701,Northern Territory,Regional,Females,116778
2015-16,NT,PHN,PHN701,Northern Territory,Regional,Males,127914
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,0-14,74004
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,15-24,57205
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,25-44,125962
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,45-64,91057
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,65-79,36299
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,80+,11286
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,0-64,348228
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,65+,47585
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,All persons,395813
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,Females,199576
2015-16,ACT,PHN,PHN801,Australian Capital Territory,Metropolitan,Males,196237
2016-17,NAT,NAT,001NAT,National,National,0-14,4572597
2016-17,NAT,NAT,001NAT,National,National,15-24,3169228
2016-17,NAT,NAT,001NAT,National,National,25-44,6842619
2016-17,NAT,NAT,001NAT,National,National,45-64,5934212
2016-17,NAT,NAT,001NAT,National,National,65-79,2734469
2016-17,NAT,NAT,001NAT,National,National,80+,937782
2016-17,NAT,NAT,001NAT,National,National,0-64,20518656
2016-17,NAT,NAT,001NAT,National,National,65+,3672251
2016-17,NAT,NAT,001NAT,National,National,All persons,24190907
2016-17,NAT,NAT,001NAT,National,National,Females,12187868
2016-17,NAT,NAT,001NAT,National,National,Males,12003039
2016-17,,PHN,003MET,Metropolitan,Metropolitan,0-14,2951804
2016-17,,PHN,003MET,Metropolitan,Metropolitan,15-24,2157303
2016-17,,PHN,003MET,Metropolitan,Metropolitan,25-44,4808120
2016-17,,PHN,003MET,Metropolitan,Metropolitan,45-64,3725814
2016-17,,PHN,003MET,Metropolitan,Metropolitan,65-79,1601976
2016-17,,PHN,003MET,Metropolitan,Metropolitan,80+,568638
2016-17,,PHN,003MET,Metropolitan,Metropolitan,0-64,13643041
2016-17,,PHN,003MET,Metropolitan,Metropolitan,65+,2170614
2016-17,,PHN,003MET,Metropolitan,Metropolitan,All persons,15813655
2016-17,,PHN,003MET,Metropolitan,Metropolitan,Females,7980837
2016-17,,PHN,003MET,Metropolitan,Metropolitan,Males,7832818
2016-17,,PHN,003REG,Regional,Regional,0-14,1620793
2016-17,,PHN,003REG,Regional,Regional,15-24,1011925
2016-17,,PHN,003REG,Regional,Regional,25-44,2034499
2016-17,,PHN,003REG,Regional,Regional,45-64,2208398
2016-17,,PHN,003REG,Regional,Regional,65-79,1132493
2016-17,,PHN,003REG,Regional,Regional,80+,369144
2016-17,,PHN,003REG,Regional,Regional,0-64,6875615
2016-17,,PHN,003REG,Regional,Regional,65+,1501637
2016-17,,PHN,003REG,Regional,Regional,All persons,8377252
2016-17,,PHN,003REG,Regional,Regional,Females,4207031
2016-17,,PHN,003REG,Regional,Regional,Males,4170221
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,0-14,240944
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,15-24,215368
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,25-44,552967
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,45-64,350201
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,65-79,149806
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,80+,59468
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,0-64,1359480
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,65+,209274
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,All persons,1568754
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,Females,787542
2016-17,NSW,PHN,PHN101,Central and Eastern Sydney,Metropolitan,Males,781212
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,0-14,169560
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,15-24,109039
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,25-44,263261
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,45-64,226675
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,65-79,100630
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,80+,42303
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,0-64,768535
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,65+,142933
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,All persons,911468
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,Females,466178
2016-17,NSW,PHN,PHN102,Northern Sydney,Metropolitan,Males,445290
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,0-14,200332
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,15-24,127457
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,25-44,305806
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,45-64,209203
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,65-79,81478
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,80+,24295
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,0-64,842798
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,65+,105773
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,All persons,948571
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,Females,469565
2016-17,NSW,PHN,PHN103,Western Sydney,Metropolitan,Males,479006
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,0-14,75097
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,15-24,49384
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,25-44,99351
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,45-64,93328
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,65-79,40237
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,80+,10882
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,0-64,317160
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,65+,51119
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,All persons,368279
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,Females,185639
2016-17,NSW,PHN,PHN104,Nepean Blue Mountains,Metropolitan,Males,182640
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,0-14,206646
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,15-24,137327
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,25-44,267289
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,45-64,230278
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,65-79,92541
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,80+,29764
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,0-64,841540
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,65+,122305
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,All persons,963845
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,Females,485488
2016-17,NSW,PHN,PHN105,South Western Sydney,Metropolitan,Males,478357
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,0-14,110744
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,15-24,75070
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,25-44,143566
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,45-64,162650
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,65-79,88141
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,80+,29963
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,0-64,492030
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,65+,118104
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,All persons,610134
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,Females,306962
2016-17,NSW,PHN,PHN106,South Eastern NSW,Regional,Males,303172
2016-17,NSW,PHN,PHN107,Western NSW,Regional,0-14,63165
2016-17,NSW,PHN,PHN107,Western NSW,Regional,15-24,37448
2016-17,NSW,PHN,PHN107,Western NSW,Regional,25-44,72072
2016-17,NSW,PHN,PHN107,Western NSW,Regional,45-64,78614
2016-17,NSW,PHN,PHN107,Western NSW,Regional,65-79,41426
2016-17,NSW,PHN,PHN107,Western NSW,Regional,80+,14161
2016-17,NSW,PHN,PHN107,Western NSW,Regional,0-64,251299
2016-17,NSW,PHN,PHN107,Western NSW,Regional,65+,55587
2016-17,NSW,PHN,PHN107,Western NSW,Regional,All persons,306886
2016-17,NSW,PHN,PHN107,Western NSW,Regional,Females,153758
2016-17,NSW,PHN,PHN107,Western NSW,Regional,Males,153128
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,0-14,237706
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,15-24,154192
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,25-44,297820
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,45-64,319077
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,65-79,175448
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,80+,62828
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,0-64,1008795
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,65+,238276
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,All persons,1247071
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,Females,633075
2016-17,NSW,PHN,PHN108,Hunter New England and Central Coast,Regional,Males,613996
2016-17,NSW,PHN,PHN109,North Coast,Regional,0-14,91002
2016-17,NSW,PHN,PHN109,North Coast,Regional,15-24,53702
2016-17,NSW,PHN,PHN109,North Coast,Regional,25-44,106765
2016-17,NSW,PHN,PHN109,North Coast,Regional,45-64,146112
2016-17,NSW,PHN,PHN109,North Coast,Regional,65-79,86167
2016-17,NSW,PHN,PHN109,North Coast,Regional,80+,31646
2016-17,NSW,PHN,PHN109,North Coast,Regional,0-64,397581
2016-17,NSW,PHN,PHN109,North Coast,Regional,65+,117813
2016-17,NSW,PHN,PHN109,North Coast,Regional,All persons,515394
2016-17,NSW,PHN,PHN109,North Coast,Regional,Females,263715
2016-17,NSW,PHN,PHN109,North Coast,Regional,Males,251679
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,0-14,48506
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,15-24,29611
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,25-44,55495
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,45-64,62209
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,65-79,34300
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,80+,12323
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,0-64,195821
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,65+,46623
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,All persons,242444
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,Females,121349
2016-17,NSW,PHN,PHN110,Murrumbidgee,Regional,Males,121095
2016-17,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,0-14,311840
2016-17,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,15-24,246800
2016-17,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,25-44,592085
2016-17,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,45-64,361837
2016-17,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,65-79,138971
2016-17,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,80+,49447
2016-17,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,0-64,1512562
2016-17,Vic,PHN,PHN201,North Western Melbourne,Metropolitan,65+,188418
