Year,StateTerritory,GeographicUnit,GeographicCode,GeographicAreaName,GeographicGroup,DemographicGroup,EstimatedResidentPopulation
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,0-14,7681
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,0-24,11895
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,0-64,33388
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,15-24,4214
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,25-44,9192
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,45-64,12301
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,65+,10429
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,All persons,43817
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,Females,22705
2017-18,Qld,SA3,31605,Noosa,Major cities - medium SES,Males,21112
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,0-14,9391
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,0-24,14909
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,0-64,41161
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,15-24,5518
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,25-44,10829
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,45-64,15423
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,65+,10488
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,All persons,51649
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,Females,26243
2017-18,Qld,SA3,31606,Sunshine Coast Hinterland,Inner regional,Males,25406
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,0-14,8824
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,0-24,13841
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,0-64,36488
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,15-24,5017
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,25-44,10692
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,45-64,11955
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,65+,8136
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,All persons,44624
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,Females,22795
2017-18,Qld,SA3,31607,Nambour,Major cities - medium SES,Males,21829
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,0-14,4149
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,0-24,6388
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,0-64,18247
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,15-24,2239
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,25-44,4321
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,45-64,7538
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,65+,4606
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,All persons,22853
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,Females,11547
2017-18,Qld,SA3,31608,Noosa Hinterland,Inner regional,Males,11306
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,0-14,31508
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,0-24,52989
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,0-64,129284
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,15-24,21481
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,25-44,39492
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,45-64,36803
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,65+,25559
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,All persons,154843
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,Females,79624
2017-18,Qld,SA3,31701,Toowoomba,Inner regional,Males,75219
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,0-14,8203
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,0-24,13301
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,0-64,33782
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,15-24,5098
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,25-44,8883
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,45-64,11598
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,65+,8861
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,All persons,42643
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,Females,21127
2017-18,Qld,SA3,31801,Charters Towers - Ayr - Ingham,Outer regional,Males,21516
2017-18,Qld,SA3,31802,Townsville,Outer regional,0-14,39156
2017-18,Qld,SA3,31802,Townsville,Outer regional,0-24,69713
2017-18,Qld,SA3,31802,Townsville,Outer regional,0-64,170012
2017-18,Qld,SA3,31802,Townsville,Outer regional,15-24,30557
2017-18,Qld,SA3,31802,Townsville,Outer regional,25-44,54692
2017-18,Qld,SA3,31802,Townsville,Outer regional,45-64,45607
2017-18,Qld,SA3,31802,Townsville,Outer regional,65+,23028
2017-18,Qld,SA3,31802,Townsville,Outer regional,All persons,193040
2017-18,Qld,SA3,31802,Townsville,Outer regional,Females,96232
2017-18,Qld,SA3,31802,Townsville,Outer regional,Males,96808
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,0-14,16062
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,0-24,26226
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,0-64,68875
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,15-24,10164
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,25-44,18930
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,45-64,23719
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,65+,20645
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,All persons,89520
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,Females,45470
2017-18,Qld,SA3,31901,Bundaberg,Inner regional,Males,44050
2017-18,Qld,SA3,31902,Burnett,Inner regional,0-14,9443
2017-18,Qld,SA3,31902,Burnett,Inner regional,0-24,14779
2017-18,Qld,SA3,31902,Burnett,Inner regional,0-64,38525
2017-18,Qld,SA3,31902,Burnett,Inner regional,15-24,5336
2017-18,Qld,SA3,31902,Burnett,Inner regional,25-44,9957
2017-18,Qld,SA3,31902,Burnett,Inner regional,45-64,13789
2017-18,Qld,SA3,31902,Burnett,Inner regional,65+,11227
2017-18,Qld,SA3,31902,Burnett,Inner regional,All persons,49752
2017-18,Qld,SA3,31902,Burnett,Inner regional,Females,24611
2017-18,Qld,SA3,31902,Burnett,Inner regional,Males,25141
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,0-14,9445
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,0-24,14705
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,0-64,39535
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,15-24,5260
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,25-44,10018
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,45-64,14812
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,65+,11454
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,All persons,50989
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,Females,25521
2017-18,Qld,SA3,31903,Gympie - Cooloola,Inner regional,Males,25468
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,0-14,10052
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,0-24,15868
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,0-64,42571
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,15-24,5816
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,25-44,11216
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,45-64,15487
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,65+,15877
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,All persons,58448
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,Females,30351
2017-18,Qld,SA3,31904,Hervey Bay,Inner regional,Males,28097
2017-18,Qld,SA3,31905,Maryborough,Inner regional,0-14,7761
2017-18,Qld,SA3,31905,Maryborough,Inner regional,0-24,12200
2017-18,Qld,SA3,31905,Maryborough,Inner regional,0-64,34216
2017-18,Qld,SA3,31905,Maryborough,Inner regional,15-24,4439
2017-18,Qld,SA3,31905,Maryborough,Inner regional,25-44,8817
2017-18,Qld,SA3,31905,Maryborough,Inner regional,45-64,13199
2017-18,Qld,SA3,31905,Maryborough,Inner regional,65+,11443
2017-18,Qld,SA3,31905,Maryborough,Inner regional,All persons,45659
2017-18,Qld,SA3,31905,Maryborough,Inner regional,Females,22490
2017-18,Qld,SA3,31905,Maryborough,Inner regional,Males,23169
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,0-14,1365
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,0-24,8387
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,0-64,21040
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,15-24,7022
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,25-44,8106
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,45-64,4547
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,65+,3153
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,All persons,24193
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,Females,11904
2017-18,SA,SA3,40101,Adelaide City,Major cities - medium SES,Males,12289
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,0-14,14491
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,0-24,23789
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,0-64,61738
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,15-24,9298
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,25-44,16580
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,45-64,21369
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,65+,12147
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,All persons,73885
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,Females,37293
2017-18,SA,SA3,40102,Adelaide Hills,Inner regional,Males,36592
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,0-14,7833
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,0-24,13991
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,0-64,35730
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,15-24,6158
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,25-44,9745
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,45-64,11994
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,65+,9761
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,All persons,45491
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,Females,23852
2017-18,SA,SA3,40103,Burnside,Major cities - higher SES,Males,21639
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,0-14,8634
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,0-24,15167
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,0-64,41168
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,15-24,6533
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,25-44,13237
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,45-64,12764
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,65+,10491
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,All persons,51659
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,Females,26380
2017-18,SA,SA3,40104,Campbelltown (SA),Major cities - medium SES,Males,25279
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,0-14,5240
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,0-24,10038
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,0-64,29524
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,15-24,4798
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,25-44,10462
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,45-64,9024
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,65+,7029
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,All persons,36553
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,Females,18918
2017-18,SA,SA3,40105,Norwood - Payneham - St Peters,Major cities - medium SES,Males,17635
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,0-14,4840
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,0-24,8692
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,0-64,24421
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,15-24,3852
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,25-44,8132
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,45-64,7597
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,65+,4604
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,All persons,29025
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,Females,14556
2017-18,SA,SA3,40106,Prospect - Walkerville,Major cities - medium SES,Males,14469
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,0-14,6309
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,0-24,11388
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,0-64,31687
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,15-24,5079
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,25-44,10552
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,45-64,9747
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,65+,7396
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,All persons,39083
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,Females,20531
2017-18,SA,SA3,40107,Unley,Major cities - medium SES,Males,18552
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,0-14,6832
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,0-24,11670
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,0-64,29697
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,15-24,4838
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,25-44,8348
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,45-64,9679
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,65+,5934
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,All persons,35631
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,Females,17958
2017-18,SA,SA3,40201,Gawler - Two Wells,Major cities - lower SES,Males,17673
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,0-14,21797
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,0-24,35208
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,0-64,81663
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,15-24,13411
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,25-44,25633
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,45-64,20822
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,65+,11202
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,All persons,92865
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,Females,46798
2017-18,SA,SA3,40202,Playford,Major cities - lower SES,Males,46067
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,0-14,12779
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,0-24,21463
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,0-64,60469
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,15-24,8684
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,25-44,23979
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,45-64,15027
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,65+,10108
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,All persons,70577
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,Females,35050
2017-18,SA,SA3,40203,Port Adelaide - East,Major cities - lower SES,Males,35527
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,0-14,28125
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,0-24,47268
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,0-64,120800
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,15-24,19143
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,25-44,40462
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,45-64,33070
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,65+,19225
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,All persons,140025
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,Females,69878
2017-18,SA,SA3,40204,Salisbury,Major cities - lower SES,Males,70147
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,0-14,17017
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,0-24,28767
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,0-64,77920
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,15-24,11750
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,25-44,24178
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,45-64,24975
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,65+,17274
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,All persons,95194
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,Females,48493
2017-18,SA,SA3,40205,Tea Tree Gully,Major cities - medium SES,Males,46701
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,0-14,4694
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,0-24,8670
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,0-64,26619
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,15-24,3976
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,25-44,8160
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,45-64,9789
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,65+,8331
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,All persons,34950
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,Females,18182
2017-18,SA,SA3,40301,Holdfast Bay,Major cities - medium SES,Males,16768
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,0-14,15346
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,0-24,27357
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,0-64,76841
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,15-24,12011
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,25-44,26477
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,45-64,23007
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,65+,16059
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,All persons,92900
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,Females,48113
2017-18,SA,SA3,40302,Marion,Major cities - medium SES,Males,44787
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,0-14,11655
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,0-24,20424
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,0-64,52838
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,15-24,8769
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,25-44,15495
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,45-64,16919
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,65+,12649
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,All persons,65487
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,Females,33841
2017-18,SA,SA3,40303,Mitcham,Major cities - higher SES,Males,31646
2017-18,SA,SA3,40304,Onkaparinga,Major cities - lower SES,0-14,32476
2017-18,SA,SA3,40304,Onkaparinga,Major cities - lower SES,0-24,53989
2017-18,SA,SA3,40304,Onkaparinga,Major cities - lower SES,0-64,142238
2017-18,SA,SA3,40304,Onkaparinga,Major cities - lower SES,15-24,21513
2017-18,SA,SA3,40304,Onkaparinga,Major cities - lower SES,25-44,43807
2017-18,SA,SA3,40304,Onkaparinga,Major cities - lower SES,45-64,44442
2017-18,SA,SA3,40304,Onkaparinga,Major cities - lower SES,65+,29485
2017-18,SA,SA3,40304,Onkaparinga,Major cities - lower SES,All persons,171723
2017-18,SA,SA3,40304,Onkaparinga,Major cities - lower SES,Females,87191
